method,pdt,repl,type,mrae
trmf,0.1,78,o,9.005512853081321e-05
trmf,0.1,79,overall,0.25812677237213755
trmf,0.1,79,w,0.4653599952945583
trmf,0.1,79,o,0.00010438227954398283
trmf,0.1,8,overall,0.25578257709505253
trmf,0.1,8,w,0.4621105160875286
trmf,0.1,8,o,9.102228381172903e-05
trmf,0.1,80,overall,0.2583096024713415
trmf,0.1,80,w,0.4679160696251269
trmf,0.1,80,o,9.141267078280403e-05
trmf,0.1,81,overall,0.2496794613279355
trmf,0.1,81,w,0.45661596063061977
trmf,0.1,81,o,8.46019159894599e-05
trmf,0.1,82,overall,0.2574449957548244
trmf,0.1,82,w,0.46379586019250874
trmf,0.1,82,o,8.74268295793991e-05
trmf,0.1,83,overall,0.2601515079388471
trmf,0.1,83,w,0.47003724584032597
trmf,0.1,83,o,8.623921110986495e-05
trmf,0.1,84,overall,0.24495584127388112
trmf,0.1,84,w,0.44692670143351937
trmf,0.1,84,o,8.45053999984896e-05
trmf,0.1,85,overall,0.2521287469040421
trmf,0.1,85,w,0.4581644762764553
trmf,0.1,85,o,8.281758038200319e-05
trmf,0.1,86,overall,0.2613211260722945
trmf,0.1,86,w,0.47306639181343246
trmf,0.1,86,o,9.432332617455205e-05
trmf,0.1,87,overall,0.2560192482359188
trmf,0.1,87,w,0.4609765613314692
trmf,0.1,87,o,8.690236239686701e-05
trmf,0.1,88,overall,0.2533281980156299
trmf,0.1,88,w,0.4578343454234586
trmf,0.1,88,o,8.70278027909991e-05
trmf,0.1,89,overall,0.2518011540956898
trmf,0.1,89,w,0.4569201426830776
trmf,0.1,89,o,8.407165360695311e-05
trmf,0.1,9,overall,0.26094779793725154
trmf,0.1,9,w,0.47321210060863045
trmf,0.1,9,o,9.975285865332316e-05
trmf,0.1,90,overall,0.2504262485737837
trmf,0.1,90,w,0.45565929243831577
trmf,0.1,90,o,8.593204615726958e-05
trmf,0.1,91,overall,0.2526060094122724
trmf,0.1,91,w,0.45702354304830156
trmf,0.1,91,o,8.408481873983228e-05
trmf,0.1,92,overall,0.26256858489065615
